BlkGrpID,Med_Inc,MOE_MedInc,GEO_ID,NAME
BG_490351015001,25833,9197,1500000US490351015001,"Block Group 1, Census Tract 1015, Salt Lake County, Utah"
BG_490351015002,44103,9403,1500000US490351015002,"Block Group 2, Census Tract 1015, Salt Lake County, Utah"
BG_490351015003,42969,14466,1500000US490351015003,"Block Group 3, Census Tract 1015, Salt Lake County, Utah"
BG_490351015004,32125,13526,1500000US490351015004,"Block Group 4, Census Tract 1015, Salt Lake County, Utah"
BG_490351016001,22000,10845,1500000US490351016001,"Block Group 1, Census Tract 1016, Salt Lake County, Utah"
BG_490351016002,47643,9333,1500000US490351016002,"Block Group 2, Census Tract 1016, Salt Lake County, Utah"
BG_490351016003,65469,24624,1500000US490351016003,"Block Group 3, Census Tract 1016, Salt Lake County, Utah"
BG_490351017001,50444,10047,1500000US490351017001,"Block Group 1, Census Tract 1017, Salt Lake County, Utah"
BG_490351017002,44338,13034,1500000US490351017002,"Block Group 2, Census Tract 1017, Salt Lake County, Utah"
BG_490351017003,63750,10213,1500000US490351017003,"Block Group 3, Census Tract 1017, Salt Lake County, Utah"
BG_490351018001,36313,24116,1500000US490351018001,"Block Group 1, Census Tract 1018, Salt Lake County, Utah"
BG_490351018002,48264,12959,1500000US490351018002,"Block Group 2, Census Tract 1018, Salt Lake County, Utah"
BG_490351018003,61707,12081,1500000US490351018003,"Block Group 3, Census Tract 1018, Salt Lake County, Utah"
BG_490351019001,27440,11484,1500000US490351019001,"Block Group 1, Census Tract 1019, Salt Lake County, Utah"
BG_490351019002,59875,11682,1500000US490351019002,"Block Group 2, Census Tract 1019, Salt Lake County, Utah"
BG_490351020001,49167,11388,1500000US490351020001,"Block Group 1, Census Tract 1020, Salt Lake County, Utah"
BG_490351020002,53750,15722,1500000US490351020002,"Block Group 2, Census Tract 1020, Salt Lake County, Utah"
BG_490351020003,30638,6786,1500000US490351020003,"Block Group 3, Census Tract 1020, Salt Lake County, Utah"
BG_490351021001,42444,4462,1500000US490351021001,"Block Group 1, Census Tract 1021, Salt Lake County, Utah"
BG_490351023001,42614,29229,1500000US490351023001,"Block Group 1, Census Tract 1023, Salt Lake County, Utah"
BG_490351023002,24398,8757,1500000US490351023002,"Block Group 2, Census Tract 1023, Salt Lake County, Utah"
BG_490351025001,45177,7826,1500000US490351025001,"Block Group 1, Census Tract 1025, Salt Lake County, Utah"
BG_490351026001,34082,25558,1500000US490351026001,"Block Group 1, Census Tract 1026, Salt Lake County, Utah"
BG_490351026002,46607,8109,1500000US490351026002,"Block Group 2, Census Tract 1026, Salt Lake County, Utah"
BG_490351026003,34293,20316,1500000US490351026003,"Block Group 3, Census Tract 1026, Salt Lake County, Utah"
BG_490351027011,46250,15812,1500000US490351027011,"Block Group 1, Census Tract 1027.01, Salt Lake County, Utah"
BG_490351027012,39327,6658,1500000US490351027012,"Block Group 2, Census Tract 1027.01, Salt Lake County, Utah"
BG_490351027013,57768,19003,1500000US490351027013,"Block Group 3, Census Tract 1027.01, Salt Lake County, Utah"
BG_490351027021,37212,9899,1500000US490351027021,"Block Group 1, Census Tract 1027.02, Salt Lake County, Utah"
BG_490351027022,50820,18696,1500000US490351027022,"Block Group 2, Census Tract 1027.02, Salt Lake County, Utah"
BG_490351028011,51716,24033,1500000US490351028011,"Block Group 1, Census Tract 1028.01, Salt Lake County, Utah"
BG_490351028012,63750,14984,1500000US490351028012,"Block Group 2, Census Tract 1028.01, Salt Lake County, Utah"
BG_490351028013,49941,8931,1500000US490351028013,"Block Group 3, Census Tract 1028.01, Salt Lake County, Utah"
BG_490351028021,39821,8513,1500000US490351028021,"Block Group 1, Census Tract 1028.02, Salt Lake County, Utah"
BG_490351028022,77173,9071,1500000US490351028022,"Block Group 2, Census Tract 1028.02, Salt Lake County, Utah"
BG_490351028023,68672,14602,1500000US490351028023,"Block Group 3, Census Tract 1028.02, Salt Lake County, Utah"
BG_490351029001,20225,5506,1500000US490351029001,"Block Group 1, Census Tract 1029, Salt Lake County, Utah"
BG_490351029002,56096,18520,1500000US490351029002,"Block Group 2, Census Tract 1029, Salt Lake County, Utah"
BG_490351029003,36833,12616,1500000US490351029003,"Block Group 3, Census Tract 1029, Salt Lake County, Utah"
BG_490351030001,80893,31388,1500000US490351030001,"Block Group 1, Census Tract 1030, Salt Lake County, Utah"
BG_490351030002,74565,13830,1500000US490351030002,"Block Group 2, Census Tract 1030, Salt Lake County, Utah"
BG_490351031001,65313,19625,1500000US490351031001,"Block Group 1, Census Tract 1031, Salt Lake County, Utah"
BG_490351031002,77326,12952,1500000US490351031002,"Block Group 2, Census Tract 1031, Salt Lake County, Utah"
BG_490351031003,27120,16026,1500000US490351031003,"Block Group 3, Census Tract 1031, Salt Lake County, Utah"
BG_490351032001,71486,18728,1500000US490351032001,"Block Group 1, Census Tract 1032, Salt Lake County, Utah"
BG_490351032002,64107,38263,1500000US490351032002,"Block Group 2, Census Tract 1032, Salt Lake County, Utah"
BG_490351032003,28750,24119,1500000US490351032003,"Block Group 3, Census Tract 1032, Salt Lake County, Utah"
BG_490351033001,64145,16782,1500000US490351033001,"Block Group 1, Census Tract 1033, Salt Lake County, Utah"
BG_490351033002,63615,28719,1500000US490351033002,"Block Group 2, Census Tract 1033, Salt Lake County, Utah"
BG_490351033003,58259,21795,1500000US490351033003,"Block Group 3, Census Tract 1033, Salt Lake County, Utah"
BG_490351034001,81711,26870,1500000US490351034001,"Block Group 1, Census Tract 1034, Salt Lake County, Utah"
BG_490351034002,73205,11555,1500000US490351034002,"Block Group 2, Census Tract 1034, Salt Lake County, Utah"
BG_490351034003,85441,45190,1500000US490351034003,"Block Group 3, Census Tract 1034, Salt Lake County, Utah"
BG_490351035001,134028,53627,1500000US490351035001,"Block Group 1, Census Tract 1035, Salt Lake County, Utah"
BG_490351035002,84813,19808,1500000US490351035002,"Block Group 2, Census Tract 1035, Salt Lake County, Utah"
BG_490351035003,72692,15773,1500000US490351035003,"Block Group 3, Census Tract 1035, Salt Lake County, Utah"
BG_490351036001,124313,23435,1500000US490351036001,"Block Group 1, Census Tract 1036, Salt Lake County, Utah"
BG_490351036002,131771,21523,1500000US490351036002,"Block Group 2, Census Tract 1036, Salt Lake County, Utah"
BG_490351037001,124722,49587,1500000US490351037001,"Block Group 1, Census Tract 1037, Salt Lake County, Utah"
BG_490351037002,101908,28654,1500000US490351037002,"Block Group 2, Census Tract 1037, Salt Lake County, Utah"
BG_490351038001,124063,30880,1500000US490351038001,"Block Group 1, Census Tract 1038, Salt Lake County, Utah"
BG_490351038002,98323,22630,1500000US490351038002,"Block Group 2, Census Tract 1038, Salt Lake County, Utah"
BG_490351039001,81188,14162,1500000US490351039001,"Block Group 1, Census Tract 1039, Salt Lake County, Utah"
BG_490351039002,92000,28349,1500000US490351039002,"Block Group 2, Census Tract 1039, Salt Lake County, Utah"
BG_490351039003,100278,20882,1500000US490351039003,"Block Group 3, Census Tract 1039, Salt Lake County, Utah"
BG_490351040001,84688,34669,1500000US490351040001,"Block Group 1, Census Tract 1040, Salt Lake County, Utah"
BG_490351040002,114597,5127,1500000US490351040002,"Block Group 2, Census Tract 1040, Salt Lake County, Utah"
BG_490351040003,160804,50805,1500000US490351040003,"Block Group 3, Census Tract 1040, Salt Lake County, Utah"
BG_490351041001,90446,39784,1500000US490351041001,"Block Group 1, Census Tract 1041, Salt Lake County, Utah"
BG_490351041002,121667,32880,1500000US490351041002,"Block Group 2, Census Tract 1041, Salt Lake County, Utah"
BG_490351042001,115984,16357,1500000US490351042001,"Block Group 1, Census Tract 1042, Salt Lake County, Utah"
BG_490351042002,"250,000+",***,1500000US490351042002,"Block Group 2, Census Tract 1042, Salt Lake County, Utah"
BG_490351042003,151176,58467,1500000US490351042003,"Block Group 3, Census Tract 1042, Salt Lake County, Utah"
BG_490351042004,122917,22548,1500000US490351042004,"Block Group 4, Census Tract 1042, Salt Lake County, Utah"
BG_490351042005,211295,46640,1500000US490351042005,"Block Group 5, Census Tract 1042, Salt Lake County, Utah"
BG_490351042006,83824,52848,1500000US490351042006,"Block Group 6, Census Tract 1042, Salt Lake County, Utah"
BG_490351043001,106146,31684,1500000US490351043001,"Block Group 1, Census Tract 1043, Salt Lake County, Utah"
BG_490351043002,77292,25027,1500000US490351043002,"Block Group 2, Census Tract 1043, Salt Lake County, Utah"
BG_490351044001,130500,18202,1500000US490351044001,"Block Group 1, Census Tract 1044, Salt Lake County, Utah"
BG_490351044002,173125,62072,1500000US490351044002,"Block Group 2, Census Tract 1044, Salt Lake County, Utah"
BG_490351047001,76094,20209,1500000US490351047001,"Block Group 1, Census Tract 1047, Salt Lake County, Utah"
BG_490351047002,96518,21931,1500000US490351047002,"Block Group 2, Census Tract 1047, Salt Lake County, Utah"
BG_490351047003,77862,28413,1500000US490351047003,"Block Group 3, Census Tract 1047, Salt Lake County, Utah"
BG_490351048001,86308,12200,1500000US490351048001,"Block Group 1, Census Tract 1048, Salt Lake County, Utah"
BG_490351048002,89250,29145,1500000US490351048002,"Block Group 2, Census Tract 1048, Salt Lake County, Utah"
BG_490351048003,74394,24864,1500000US490351048003,"Block Group 3, Census Tract 1048, Salt Lake County, Utah"
BG_490351048004,81500,26113,1500000US490351048004,"Block Group 4, Census Tract 1048, Salt Lake County, Utah"
BG_490351049001,71165,8016,1500000US490351049001,"Block Group 1, Census Tract 1049, Salt Lake County, Utah"
BG_490351049002,58750,14173,1500000US490351049002,"Block Group 2, Census Tract 1049, Salt Lake County, Utah"
BG_490351049003,50625,31741,1500000US490351049003,"Block Group 3, Census Tract 1049, Salt Lake County, Utah"
BG_490351101021,163875,55110,1500000US490351101021,"Block Group 1, Census Tract 1101.02, Salt Lake County, Utah"
BG_490351101022,109063,27305,1500000US490351101022,"Block Group 2, Census Tract 1101.02, Salt Lake County, Utah"
BG_490351101023,145074,51192,1500000US490351101023,"Block Group 3, Census Tract 1101.02, Salt Lake County, Utah"
BG_490351101031,127625,35175,1500000US490351101031,"Block Group 1, Census Tract 1101.03, Salt Lake County, Utah"
BG_490351101032,116750,47335,1500000US490351101032,"Block Group 2, Census Tract 1101.03, Salt Lake County, Utah"
BG_490351101033,109957,38251,1500000US490351101033,"Block Group 3, Census Tract 1101.03, Salt Lake County, Utah"
BG_490351101041,156250,39933,1500000US490351101041,"Block Group 1, Census Tract 1101.04, Salt Lake County, Utah"
BG_490351101042,142143,43370,1500000US490351101042,"Block Group 2, Census Tract 1101.04, Salt Lake County, Utah"
BG_490351101043,107375,26424,1500000US490351101043,"Block Group 3, Census Tract 1101.04, Salt Lake County, Utah"
BG_490351101044,149208,28441,1500000US490351101044,"Block Group 4, Census Tract 1101.04, Salt Lake County, Utah"
BG_490351102001,112279,18643,1500000US490351102001,"Block Group 1, Census Tract 1102, Salt Lake County, Utah"
BG_490351102002,113929,31801,1500000US490351102002,"Block Group 2, Census Tract 1102, Salt Lake County, Utah"
BG_490351102003,91000,44118,1500000US490351102003,"Block Group 3, Census Tract 1102, Salt Lake County, Utah"
BG_490351102004,113438,16837,1500000US490351102004,"Block Group 4, Census Tract 1102, Salt Lake County, Utah"
BG_490351102005,79531,36154,1500000US490351102005,"Block Group 5, Census Tract 1102, Salt Lake County, Utah"
BG_490351103001,66833,31162,1500000US490351103001,"Block Group 1, Census Tract 1103, Salt Lake County, Utah"
BG_490351103002,-,**,1500000US490351103002,"Block Group 2, Census Tract 1103, Salt Lake County, Utah"
BG_490351103003,91231,8906,1500000US490351103003,"Block Group 3, Census Tract 1103, Salt Lake County, Utah"
BG_490351103004,76331,32617,1500000US490351103004,"Block Group 4, Census Tract 1103, Salt Lake County, Utah"
BG_490351103005,113125,19367,1500000US490351103005,"Block Group 5, Census Tract 1103, Salt Lake County, Utah"
BG_490351103006,96618,46038,1500000US490351103006,"Block Group 6, Census Tract 1103, Salt Lake County, Utah"
BG_490351104011,128750,62321,1500000US490351104011,"Block Group 1, Census Tract 1104.01, Salt Lake County, Utah"
BG_490351104012,59844,15469,1500000US490351104012,"Block Group 2, Census Tract 1104.01, Salt Lake County, Utah"
BG_490351104013,52426,15047,1500000US490351104013,"Block Group 3, Census Tract 1104.01, Salt Lake County, Utah"
BG_490351104021,81375,18624,1500000US490351104021,"Block Group 1, Census Tract 1104.02, Salt Lake County, Utah"
BG_490351104022,64688,11699,1500000US490351104022,"Block Group 2, Census Tract 1104.02, Salt Lake County, Utah"
BG_490351104023,132422,36550,1500000US490351104023,"Block Group 3, Census Tract 1104.02, Salt Lake County, Utah"
BG_490351105001,91406,16337,1500000US490351105001,"Block Group 1, Census Tract 1105, Salt Lake County, Utah"
BG_490351105002,115482,12396,1500000US490351105002,"Block Group 2, Census Tract 1105, Salt Lake County, Utah"
BG_490351105003,64725,62547,1500000US490351105003,"Block Group 3, Census Tract 1105, Salt Lake County, Utah"
BG_490351105004,56579,27438,1500000US490351105004,"Block Group 4, Census Tract 1105, Salt Lake County, Utah"
BG_490351106001,105469,47092,1500000US490351106001,"Block Group 1, Census Tract 1106, Salt Lake County, Utah"
BG_490351106002,97500,22314,1500000US490351106002,"Block Group 2, Census Tract 1106, Salt Lake County, Utah"
BG_490351106003,124844,47477,1500000US490351106003,"Block Group 3, Census Tract 1106, Salt Lake County, Utah"
BG_490351106004,65938,22892,1500000US490351106004,"Block Group 4, Census Tract 1106, Salt Lake County, Utah"
BG_490351106005,176786,40046,1500000US490351106005,"Block Group 5, Census Tract 1106, Salt Lake County, Utah"
BG_490351107011,63523,15137,1500000US490351107011,"Block Group 1, Census Tract 1107.01, Salt Lake County, Utah"
BG_490351107012,83625,17458,1500000US490351107012,"Block Group 2, Census Tract 1107.01, Salt Lake County, Utah"
BG_490351107021,117563,37921,1500000US490351107021,"Block Group 1, Census Tract 1107.02, Salt Lake County, Utah"
BG_490351107022,86375,20756,1500000US490351107022,"Block Group 2, Census Tract 1107.02, Salt Lake County, Utah"
BG_490351107023,77708,57254,1500000US490351107023,"Block Group 3, Census Tract 1107.02, Salt Lake County, Utah"
BG_490351107024,60078,14943,1500000US490351107024,"Block Group 4, Census Tract 1107.02, Salt Lake County, Utah"
BG_490351108001,46700,24399,1500000US490351108001,"Block Group 1, Census Tract 1108, Salt Lake County, Utah"
BG_490351108002,70568,13408,1500000US490351108002,"Block Group 2, Census Tract 1108, Salt Lake County, Utah"
BG_490351108003,98274,27313,1500000US490351108003,"Block Group 3, Census Tract 1108, Salt Lake County, Utah"
BG_490351108004,58643,12422,1500000US490351108004,"Block Group 4, Census Tract 1108, Salt Lake County, Utah"
BG_490351109001,129167,63291,1500000US490351109001,"Block Group 1, Census Tract 1109, Salt Lake County, Utah"
BG_490351109002,137557,72850,1500000US490351109002,"Block Group 2, Census Tract 1109, Salt Lake County, Utah"
BG_490351109003,151667,70853,1500000US490351109003,"Block Group 3, Census Tract 1109, Salt Lake County, Utah"
BG_490351109004,99583,35596,1500000US490351109004,"Block Group 4, Census Tract 1109, Salt Lake County, Utah"
BG_490351110011,115060,36294,1500000US490351110011,"Block Group 1, Census Tract 1110.01, Salt Lake County, Utah"
BG_490351110012,133750,37363,1500000US490351110012,"Block Group 2, Census Tract 1110.01, Salt Lake County, Utah"
BG_490351110013,103156,17173,1500000US490351110013,"Block Group 3, Census Tract 1110.01, Salt Lake County, Utah"
BG_490351110021,106781,11431,1500000US490351110021,"Block Group 1, Census Tract 1110.02, Salt Lake County, Utah"
BG_490351110022,64494,6293,1500000US490351110022,"Block Group 2, Census Tract 1110.02, Salt Lake County, Utah"
BG_490351110023,158750,46880,1500000US490351110023,"Block Group 3, Census Tract 1110.02, Salt Lake County, Utah"
BG_490351111011,66851,32941,1500000US490351111011,"Block Group 1, Census Tract 1111.01, Salt Lake County, Utah"
BG_490351111012,63615,12709,1500000US490351111012,"Block Group 2, Census Tract 1111.01, Salt Lake County, Utah"
BG_490351111013,52794,44517,1500000US490351111013,"Block Group 3, Census Tract 1111.01, Salt Lake County, Utah"
BG_490351111014,102933,16895,1500000US490351111014,"Block Group 4, Census Tract 1111.01, Salt Lake County, Utah"
BG_490351111021,50302,15954,1500000US490351111021,"Block Group 1, Census Tract 1111.02, Salt Lake County, Utah"
BG_490351111022,72604,35905,1500000US490351111022,"Block Group 2, Census Tract 1111.02, Salt Lake County, Utah"
BG_490351111023,56554,21254,1500000US490351111023,"Block Group 3, Census Tract 1111.02, Salt Lake County, Utah"
BG_490351111024,79408,35734,1500000US490351111024,"Block Group 4, Census Tract 1111.02, Salt Lake County, Utah"
BG_490351111031,67500,25482,1500000US490351111031,"Block Group 1, Census Tract 1111.03, Salt Lake County, Utah"
BG_490351111032,61250,16755,1500000US490351111032,"Block Group 2, Census Tract 1111.03, Salt Lake County, Utah"
BG_490351111033,104188,41334,1500000US490351111033,"Block Group 3, Census Tract 1111.03, Salt Lake County, Utah"
BG_490351111034,61635,49431,1500000US490351111034,"Block Group 4, Census Tract 1111.03, Salt Lake County, Utah"
BG_490351112011,94231,29854,1500000US490351112011,"Block Group 1, Census Tract 1112.01, Salt Lake County, Utah"
BG_490351112012,85556,22369,1500000US490351112012,"Block Group 2, Census Tract 1112.01, Salt Lake County, Utah"
BG_490351112021,61534,21611,1500000US490351112021,"Block Group 1, Census Tract 1112.02, Salt Lake County, Utah"
BG_490351112022,80302,15840,1500000US490351112022,"Block Group 2, Census Tract 1112.02, Salt Lake County, Utah"
BG_490351112023,82056,19431,1500000US490351112023,"Block Group 3, Census Tract 1112.02, Salt Lake County, Utah"
BG_490351113021,113971,28801,1500000US490351113021,"Block Group 1, Census Tract 1113.02, Salt Lake County, Utah"
BG_490351113022,81734,13978,1500000US490351113022,"Block Group 2, Census Tract 1113.02, Salt Lake County, Utah"
BG_490351113023,94236,28668,1500000US490351113023,"Block Group 3, Census Tract 1113.02, Salt Lake County, Utah"
BG_490351113024,134196,22202,1500000US490351113024,"Block Group 4, Census Tract 1113.02, Salt Lake County, Utah"
BG_490351113041,111447,52361,1500000US490351113041,"Block Group 1, Census Tract 1113.04, Salt Lake County, Utah"
BG_490351113042,101645,14484,1500000US490351113042,"Block Group 2, Census Tract 1113.04, Salt Lake County, Utah"
BG_490351113051,89837,11812,1500000US490351113051,"Block Group 1, Census Tract 1113.05, Salt Lake County, Utah"
BG_490351113052,79135,24926,1500000US490351113052,"Block Group 2, Census Tract 1113.05, Salt Lake County, Utah"
BG_490351113061,75438,14084,1500000US490351113061,"Block Group 1, Census Tract 1113.06, Salt Lake County, Utah"
BG_490351113062,128194,23233,1500000US490351113062,"Block Group 2, Census Tract 1113.06, Salt Lake County, Utah"
BG_490351114001,68387,3722,1500000US490351114001,"Block Group 1, Census Tract 1114, Salt Lake County, Utah"
BG_490351114002,78548,39882,1500000US490351114002,"Block Group 2, Census Tract 1114, Salt Lake County, Utah"
BG_490351114003,51789,20708,1500000US490351114003,"Block Group 3, Census Tract 1114, Salt Lake County, Utah"
BG_490351114004,47582,10679,1500000US490351114004,"Block Group 4, Census Tract 1114, Salt Lake County, Utah"
BG_490351114005,59083,14227,1500000US490351114005,"Block Group 5, Census Tract 1114, Salt Lake County, Utah"
BG_490351114006,37466,19621,1500000US490351114006,"Block Group 6, Census Tract 1114, Salt Lake County, Utah"
BG_490351115001,38167,6899,1500000US490351115001,"Block Group 1, Census Tract 1115, Salt Lake County, Utah"
BG_490351116001,78571,42498,1500000US490351116001,"Block Group 1, Census Tract 1116, Salt Lake County, Utah"
BG_490351116002,40818,18893,1500000US490351116002,"Block Group 2, Census Tract 1116, Salt Lake County, Utah"
BG_490351116003,39252,4414,1500000US490351116003,"Block Group 3, Census Tract 1116, Salt Lake County, Utah"
BG_490351116004,35956,26634,1500000US490351116004,"Block Group 4, Census Tract 1116, Salt Lake County, Utah"
BG_490351117011,40463,14508,1500000US490351117011,"Block Group 1, Census Tract 1117.01, Salt Lake County, Utah"
BG_490351117012,39338,11013,1500000US490351117012,"Block Group 2, Census Tract 1117.01, Salt Lake County, Utah"
BG_490351117013,32577,8431,1500000US490351117013,"Block Group 3, Census Tract 1117.01, Salt Lake County, Utah"
BG_490351117021,70147,11829,1500000US490351117021,"Block Group 1, Census Tract 1117.02, Salt Lake County, Utah"
BG_490351117022,34041,10800,1500000US490351117022,"Block Group 2, Census Tract 1117.02, Salt Lake County, Utah"
BG_490351117023,64833,8054,1500000US490351117023,"Block Group 3, Census Tract 1117.02, Salt Lake County, Utah"
BG_490351117024,41031,8327,1500000US490351117024,"Block Group 4, Census Tract 1117.02, Salt Lake County, Utah"
BG_490351118011,86075,12806,1500000US490351118011,"Block Group 1, Census Tract 1118.01, Salt Lake County, Utah"
BG_490351118012,55286,15812,1500000US490351118012,"Block Group 2, Census Tract 1118.01, Salt Lake County, Utah"
BG_490351118013,43750,5011,1500000US490351118013,"Block Group 3, Census Tract 1118.01, Salt Lake County, Utah"
BG_490351118021,58598,2291,1500000US490351118021,"Block Group 1, Census Tract 1118.02, Salt Lake County, Utah"
BG_490351118022,48551,17339,1500000US490351118022,"Block Group 2, Census Tract 1118.02, Salt Lake County, Utah"
BG_490351119031,66740,8105,1500000US490351119031,"Block Group 1, Census Tract 1119.03, Salt Lake County, Utah"
BG_490351119032,68750,25682,1500000US490351119032,"Block Group 2, Census Tract 1119.03, Salt Lake County, Utah"
BG_490351119033,53835,10021,1500000US490351119033,"Block Group 3, Census Tract 1119.03, Salt Lake County, Utah"
BG_490351119041,65855,13568,1500000US490351119041,"Block Group 1, Census Tract 1119.04, Salt Lake County, Utah"
BG_490351119042,55224,9603,1500000US490351119042,"Block Group 2, Census Tract 1119.04, Salt Lake County, Utah"
BG_490351119043,42528,10022,1500000US490351119043,"Block Group 3, Census Tract 1119.04, Salt Lake County, Utah"
BG_490351119051,44500,17993,1500000US490351119051,"Block Group 1, Census Tract 1119.05, Salt Lake County, Utah"
BG_490351119052,47917,19727,1500000US490351119052,"Block Group 2, Census Tract 1119.05, Salt Lake County, Utah"
BG_490351119061,51771,15738,1500000US490351119061,"Block Group 1, Census Tract 1119.06, Salt Lake County, Utah"
BG_490351119062,52702,9104,1500000US490351119062,"Block Group 2, Census Tract 1119.06, Salt Lake County, Utah"
BG_490351120011,73750,22975,1500000US490351120011,"Block Group 1, Census Tract 1120.01, Salt Lake County, Utah"
BG_490351120012,54063,14559,1500000US490351120012,"Block Group 2, Census Tract 1120.01, Salt Lake County, Utah"
BG_490351120013,37477,10058,1500000US490351120013,"Block Group 3, Census Tract 1120.01, Salt Lake County, Utah"
BG_490351120021,95809,40127,1500000US490351120021,"Block Group 1, Census Tract 1120.02, Salt Lake County, Utah"
BG_490351120022,54661,12168,1500000US490351120022,"Block Group 2, Census Tract 1120.02, Salt Lake County, Utah"
BG_490351120023,63306,30058,1500000US490351120023,"Block Group 3, Census Tract 1120.02, Salt Lake County, Utah"
BG_490351120024,35556,17937,1500000US490351120024,"Block Group 4, Census Tract 1120.02, Salt Lake County, Utah"
BG_490351121001,111985,18709,1500000US490351121001,"Block Group 1, Census Tract 1121, Salt Lake County, Utah"
BG_490351121002,44397,12279,1500000US490351121002,"Block Group 2, Census Tract 1121, Salt Lake County, Utah"
BG_490351121003,60729,20802,1500000US490351121003,"Block Group 3, Census Tract 1121, Salt Lake County, Utah"
BG_490351121004,63036,24910,1500000US490351121004,"Block Group 4, Census Tract 1121, Salt Lake County, Utah"
BG_490351121005,90625,16984,1500000US490351121005,"Block Group 5, Census Tract 1121, Salt Lake County, Utah"
BG_490351122011,58125,8479,1500000US490351122011,"Block Group 1, Census Tract 1122.01, Salt Lake County, Utah"
BG_490351122012,106316,14268,1500000US490351122012,"Block Group 2, Census Tract 1122.01, Salt Lake County, Utah"
BG_490351122013,59333,9458,1500000US490351122013,"Block Group 3, Census Tract 1122.01, Salt Lake County, Utah"
BG_490351122021,88214,35933,1500000US490351122021,"Block Group 1, Census Tract 1122.02, Salt Lake County, Utah"
BG_490351122022,53614,4721,1500000US490351122022,"Block Group 2, Census Tract 1122.02, Salt Lake County, Utah"
BG_490351122023,68194,44867,1500000US490351122023,"Block Group 3, Census Tract 1122.02, Salt Lake County, Utah"
BG_490351123011,46420,10204,1500000US490351123011,"Block Group 1, Census Tract 1123.01, Salt Lake County, Utah"
BG_490351123012,42168,16219,1500000US490351123012,"Block Group 2, Census Tract 1123.01, Salt Lake County, Utah"
BG_490351123013,78571,26561,1500000US490351123013,"Block Group 3, Census Tract 1123.01, Salt Lake County, Utah"
BG_490351123021,89669,13673,1500000US490351123021,"Block Group 1, Census Tract 1123.02, Salt Lake County, Utah"
BG_490351123022,89313,16652,1500000US490351123022,"Block Group 2, Census Tract 1123.02, Salt Lake County, Utah"
BG_490351123023,54728,5250,1500000US490351123023,"Block Group 3, Census Tract 1123.02, Salt Lake County, Utah"
BG_490351124021,91296,25915,1500000US490351124021,"Block Group 1, Census Tract 1124.02, Salt Lake County, Utah"
BG_490351124022,57061,22097,1500000US490351124022,"Block Group 2, Census Tract 1124.02, Salt Lake County, Utah"
BG_490351124023,52750,21319,1500000US490351124023,"Block Group 3, Census Tract 1124.02, Salt Lake County, Utah"
BG_490351124024,34474,13542,1500000US490351124024,"Block Group 4, Census Tract 1124.02, Salt Lake County, Utah"
BG_490351124031,64719,8924,1500000US490351124031,"Block Group 1, Census Tract 1124.03, Salt Lake County, Utah"
BG_490351124032,40000,21634,1500000US490351124032,"Block Group 2, Census Tract 1124.03, Salt Lake County, Utah"
BG_490351124033,48813,6491,1500000US490351124033,"Block Group 3, Census Tract 1124.03, Salt Lake County, Utah"
BG_490351124041,41724,13348,1500000US490351124041,"Block Group 1, Census Tract 1124.04, Salt Lake County, Utah"
BG_490351124042,57564,7711,1500000US490351124042,"Block Group 2, Census Tract 1124.04, Salt Lake County, Utah"
BG_490351125011,43750,19137,1500000US490351125011,"Block Group 1, Census Tract 1125.01, Salt Lake County, Utah"
BG_490351125012,69519,18088,1500000US490351125012,"Block Group 2, Census Tract 1125.01, Salt Lake County, Utah"
BG_490351125013,61250,23828,1500000US490351125013,"Block Group 3, Census Tract 1125.01, Salt Lake County, Utah"
BG_490351125021,43267,11393,1500000US490351125021,"Block Group 1, Census Tract 1125.02, Salt Lake County, Utah"
BG_490351125022,91964,17523,1500000US490351125022,"Block Group 2, Census Tract 1125.02, Salt Lake County, Utah"
BG_490351125023,67703,28682,1500000US490351125023,"Block Group 3, Census Tract 1125.02, Salt Lake County, Utah"
BG_490351125024,47386,16098,1500000US490351125024,"Block Group 4, Census Tract 1125.02, Salt Lake County, Utah"
BG_490351125025,95063,22850,1500000US490351125025,"Block Group 5, Census Tract 1125.02, Salt Lake County, Utah"
BG_490351125031,56168,5675,1500000US490351125031,"Block Group 1, Census Tract 1125.03, Salt Lake County, Utah"
BG_490351125032,74241,13043,1500000US490351125032,"Block Group 2, Census Tract 1125.03, Salt Lake County, Utah"
BG_490351125033,62790,7035,1500000US490351125033,"Block Group 3, Census Tract 1125.03, Salt Lake County, Utah"
BG_490351125034,60708,7322,1500000US490351125034,"Block Group 4, Census Tract 1125.03, Salt Lake County, Utah"
BG_490351126041,79145,10841,1500000US490351126041,"Block Group 1, Census Tract 1126.04, Salt Lake County, Utah"
BG_490351126042,75893,15313,1500000US490351126042,"Block Group 2, Census Tract 1126.04, Salt Lake County, Utah"
BG_490351126043,72656,37089,1500000US490351126043,"Block Group 3, Census Tract 1126.04, Salt Lake County, Utah"
BG_490351126044,70278,5727,1500000US490351126044,"Block Group 4, Census Tract 1126.04, Salt Lake County, Utah"
BG_490351126051,88882,11068,1500000US490351126051,"Block Group 1, Census Tract 1126.05, Salt Lake County, Utah"
BG_490351126052,74750,19803,1500000US490351126052,"Block Group 2, Census Tract 1126.05, Salt Lake County, Utah"
BG_490351126053,56563,15399,1500000US490351126053,"Block Group 3, Census Tract 1126.05, Salt Lake County, Utah"
